cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,le_mu,le_lambda,le_rot,nj,lj,jaceps,gamma
0287,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,1,true,0,0,0.1,0.5
0288,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0,true,0,0,0.1,0.5
0289,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.0001,true,0,0,0.1,0.5
0290,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.005,true,0,0,0.1,0.5
0291,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.001,true,0,0,0.1,0.5
0292,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.005,true,0,0,0.1,0.5
0293,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.01,true,0,0,0.1,0.5
0294,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.05,true,0,0,0.1,0.5
0295,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.1,true,0,0,0.1,0.5
0296,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.5,true,0,0,0.1,0.5
0297,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,1,true,0,0,0.1,0.5
0298,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0,true,0,0,0.1,0.5
0299,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.0001,true,0,0,0.1,0.5
0300,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.005,true,0,0,0.1,0.5
0301,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.001,true,0,0,0.1,0.5
0302,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.005,true,0,0,0.1,0.5
0303,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.01,true,0,0,0.1,0.5
0304,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.05,true,0,0,0.1,0.5
0305,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.1,true,0,0,0.1,0.5
0306,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.5,true,0,0,0.1,0.5
0307,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,1,true,0,0,0.1,0.5
0308,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0,true,0,0,0.1,0.5
0309,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.0001,true,0,0,0.1,0.5
0310,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.005,true,0,0,0.1,0.5
0311,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.001,true,0,0,0.1,0.5
0312,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.005,true,0,0,0.1,0.5
0313,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.01,true,0,0,0.1,0.5
0314,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.05,true,0,0,0.1,0.5
0315,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.1,true,0,0,0.1,0.5
0316,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.5,true,0,0,0.1,0.5
0317,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,1,true,0,0,0.1,0.5
0318,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0,true,0,0,0.1,0.5
0319,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.0001,true,0,0,0.1,0.5
0320,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.005,true,0,0,0.1,0.5
0321,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.001,true,0,0,0.1,0.5
0322,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.005,true,0,0,0.1,0.5
0323,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.01,true,0,0,0.1,0.5
0324,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.05,true,0,0,0.1,0.5
0325,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.1,true,0,0,0.1,0.5
0326,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.5,true,0,0,0.1,0.5
0327,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,1,true,0,0,0.1,0.5
0328,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.0001,0.1,0.5
0329,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0330,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.001,0.1,0.5
0331,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0332,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.01,0.1,0.5
0333,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.05,0.1,0.5
0334,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.1,0.1,0.5
0335,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.5,0.1,0.5
0336,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,1,0.1,0.5
0337,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.0001,0.1,0.5
0338,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0339,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.001,0.1,0.5
0340,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0341,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.01,0.1,0.5
0342,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.05,0.1,0.5
0343,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.1,0.1,0.5
0344,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.5,0.1,0.5
0345,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,1,0.1,0.5
0346,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.0001,0.1,0.5
0347,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0348,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.001,0.1,0.5
0349,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.1,0.5
0350,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.01,0.1,0.5
0351,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.05,0.1,0.5
0352,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.1,0.1,0.5
0353,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,0.5,0.1,0.5
0354,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0,1,0.1,0.5
0355,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.0001,0,0.1,0.5
0356,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0357,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.001,0,0.1,0.5
0358,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0359,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.01,0,0.1,0.5
0360,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.05,0,0.1,0.5
0361,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.1,0,0.1,0.5
0362,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.5,0,0.1,0.5
0363,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,1,0,0.1,0.5
0364,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.0001,0,0.1,0.5
0365,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0366,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.001,0,0.1,0.5
0367,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0368,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.01,0,0.1,0.5
0369,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.05,0,0.1,0.5
0370,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.1,0,0.1,0.5
0371,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.5,0,0.1,0.5
0372,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,1,0,0.1,0.5
0373,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.0001,0,0.1,0.5
0374,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0375,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.001,0,0.1,0.5
0376,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.005,0,0.1,0.5
0377,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.01,0,0.1,0.5
0378,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.05,0,0.1,0.5
0379,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.1,0,0.1,0.5
0380,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,0.5,0,0.1,0.5
0381,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,0,1,1,true,1,0,0.1,0.5
