cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,tp,vp,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0258,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,8,0,0,false
0259,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.001,0.1,0.5,SS,8,0,0,false
0260,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,8,0,0,false
0261,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,8,0,0,false
0262,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0,0.1,0.5,SS,8,0,0,false
0263,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0,0.1,0.5,SS,8,0,0,false
0264,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0,0.1,0.5,SS,8,0,0,false
0265,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.0001,0.1,0.5,SS,8,0,0,false
0266,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5,SS,8,0,0,false
0267,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.0001,0.1,0.5,SS,8,0,0,false
0268,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.001,0.1,0.5,SS,8,0,0,false
0269,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.001,0.1,0.5,SS,8,0,0,false
0270,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.001,0.1,0.5,SS,8,0,0,false
0271,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0,0.1,0.5,SS,8,0,0,false
0272,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0,0.1,0.5,SS,8,0,0,false
0273,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0,0.1,0.5,SS,8,0,0,false
0274,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.0001,0.1,0.5,SS,8,0,0,false
0275,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.0001,0.1,0.5,SS,8,0,0,false
0276,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.0001,0.1,0.5,SS,8,0,0,false
0277,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.001,0.1,0.5,SS,8,0,0,false
0278,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.001,0.1,0.5,SS,8,0,0,false
0279,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5,SS,8,0,0,false
0280,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0,0.1,0.5,SS,8,0,0,false
0281,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0,0.1,0.5,SS,8,0,0,false
0282,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0,0.1,0.5,SS,8,0,0,false
0283,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.0001,0.1,0.5,SS,8,0,0,false
0284,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,8,0,0,false
0285,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,8,0,0,false
0286,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.001,0.1,0.5,SS,8,0,0,false
0287,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,8,0,0,false
0288,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,8,0,0,false
0289,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0,0.1,0.5,SS,8,0,0,false
0290,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0,0.1,0.5,SS,8,0,0,false
0291,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0,0.1,0.5,SS,8,0,0,false
0292,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.0001,0.1,0.5,SS,8,0,0,false
0293,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5,SS,8,0,0,false
0294,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.0001,0.1,0.5,SS,8,0,0,false
0295,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.001,0.1,0.5,SS,8,0,0,false
0296,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.001,0.1,0.5,SS,8,0,0,false
0297,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.001,0.1,0.5,SS,8,0,0,false
0298,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0,0.1,0.5,SS,8,0,2,false
0299,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0,0.1,0.5,SS,8,0,2,false
0300,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0,0.1,0.5,SS,8,0,2,false
0301,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.0001,0.1,0.5,SS,8,0,2,false
0302,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0303,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0304,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.001,0.1,0.5,SS,8,0,2,false
0305,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0306,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5,SS,8,0,2,false
0307,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0,0.1,0.5,SS,8,0,2,false
0308,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0,0.1,0.5,SS,8,0,2,false
0309,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0,0.1,0.5,SS,8,0,2,false
0310,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.0001,0.1,0.5,SS,8,0,2,false
0311,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0312,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0313,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.001,0.1,0.5,SS,8,0,2,false
0314,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0315,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,8,0,2,false
0316,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0,0.1,0.5,SS,8,0,2,false
0317,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0,0.1,0.5,SS,8,0,2,false
0318,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0,0.1,0.5,SS,8,0,2,false
0319,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.0001,0.1,0.5,SS,8,0,2,false
0320,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0321,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0322,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.001,0.1,0.5,SS,8,0,2,false
0323,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0324,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.001,0.1,0.5,SS,8,0,2,false
0325,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0,0.1,0.5,SS,8,0,2,false
0326,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0,0.1,0.5,SS,8,0,2,false
0327,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0,0.1,0.5,SS,8,0,2,false
0328,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.0001,0.1,0.5,SS,8,0,2,false
0329,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0330,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0331,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.001,0.1,0.5,SS,8,0,2,false
0332,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0333,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5,SS,8,0,2,false
0334,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0,0.1,0.5,SS,8,0,2,false
0335,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0,0.1,0.5,SS,8,0,2,false
0336,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0,0.1,0.5,SS,8,0,2,false
0337,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.0001,0.1,0.5,SS,8,0,2,false
0338,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0339,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0340,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.001,0.1,0.5,SS,8,0,2,false
0341,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0342,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,8,0,2,false
0343,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0,0.1,0.5,SS,8,0,2,false
0344,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0,0.1,0.5,SS,8,0,2,false
0345,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0,0.1,0.5,SS,8,0,2,false
0346,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.0001,0.1,0.5,SS,8,0,2,false
0347,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0348,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0349,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.001,0.1,0.5,SS,8,0,2,false
0350,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0351,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.001,0.1,0.5,SS,8,0,2,false
0352,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0,0.1,0.5,SS,8,0,2,false
0353,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0,0.1,0.5,SS,8,0,2,false
0354,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0,0.1,0.5,SS,8,0,2,false
0355,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.0001,0.1,0.5,SS,8,0,2,false
0356,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0357,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0358,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.001,0.1,0.5,SS,8,0,2,false
0359,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0360,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5,SS,8,0,2,false
0361,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0,0.1,0.5,SS,8,0,2,false
0362,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0,0.1,0.5,SS,8,0,2,false
0363,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0,0.1,0.5,SS,8,0,2,false
0364,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.0001,0.1,0.5,SS,8,0,2,false
0365,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0366,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0367,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0,0.001,0.1,0.5,SS,8,0,2,false
0368,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0369,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,8,0,2,false
0370,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0,0.1,0.5,SS,8,0,2,false
0371,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0,0.1,0.5,SS,8,0,2,false
0372,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0,0.1,0.5,SS,8,0,2,false
0373,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.0001,0.1,0.5,SS,8,0,2,false
0374,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5,SS,8,0,2,false
0375,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.0001,0.1,0.5,SS,8,0,2,false
0376,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0,0.001,0.1,0.5,SS,8,0,2,false
0377,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.0001,0.001,0.1,0.5,SS,8,0,2,false
0378,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.003,0.001,0.001,0.1,0.5,SS,8,0,2,false
